2017-12-04 20:00:00;1300.77514648
2017-12-04 20:00:45;1301.12988281
2017-12-04 20:01:45;1301.12988281
2017-12-04 20:02:45;1301.44506836
2017-12-04 20:03:45;1300.34179688
2017-12-04 20:04:45;1300.8145752
2017-12-04 20:05:45;1300.34179688
2017-12-04 20:06:45;1300.65698242
2017-12-04 20:07:45;1300.34179688
2017-12-04 20:08:45;1300.65698242
2017-12-04 20:09:45;1300.65698242
2017-12-04 20:11:45;1300.34179688
2017-12-04 20:12:45;1300.65698242
2017-12-04 20:13:45;1300.34179688
2017-12-04 20:14:45;1301.12988281
2017-12-04 20:16:45;1301.12988281
2017-12-04 20:17:45;1301.76025391
2017-12-04 20:18:45;1301.76025391
2017-12-04 20:19:45;1301.44506836
2017-12-04 20:20:45;1301.44506836
2017-12-04 20:21:45;1302.07556152
2017-12-04 20:22:45;1302.07556152
2017-12-04 20:23:45;1302.39074707
2017-12-04 20:24:45;1301.76025391
2017-12-04 20:25:45;1301.44506836
2017-12-04 20:26:45;1301.76025391
2017-12-04 20:27:45;1302.07556152
2017-12-04 20:28:45;1301.44506836
2017-12-04 20:30:45;1301.44506836
2017-12-04 20:32:45;1301.76025391
2017-12-04 20:33:45;1302.07556152
2017-12-04 20:34:45;1302.2331543
2017-12-04 20:35:45;1302.70605469
2017-12-04 20:37:45;1303.33642578
2017-12-04 20:38:45;1303.02124023
2017-12-04 20:39:45;1303.02124023
2017-12-04 20:40:45;1303.6517334
2017-12-04 20:41:45;1303.6517334
2017-12-04 20:42:45;1304.28222656
2017-12-04 20:43:45;1303.96691895
2017-12-04 20:44:45;1303.33642578
2017-12-04 20:45:45;1304.12451172
2017-12-04 20:46:45;1304.59741211
2017-12-04 20:47:45;1303.96691895
2017-12-04 20:48:45;1303.6517334
2017-12-04 20:49:45;1303.96691895
2017-12-04 20:50:45;1304.28222656
2017-12-04 20:51:45;1304.59741211
2017-12-04 20:52:45;1304.28222656
2017-12-04 20:53:45;1305.0703125
2017-12-04 20:54:45;1305.22790527
2017-12-04 20:55:45;1305.54309082
2017-12-04 20:56:45;1305.54309082
2017-12-04 20:57:45;1306.17358398
2017-12-04 20:58:45;1306.48876953
2017-12-04 20:59:45;1306.80407715
2017-12-04 21:00:45;1306.96166992
2017-12-04 21:01:45;1307.43457031
2017-12-04 21:02:45;1307.1192627
2017-12-04 21:03:45;1308.22265625
2017-12-04 21:04:45;1308.69543457
2017-12-04 21:05:45;1308.5378418
2017-12-04 21:07:45;1308.5378418
2017-12-04 21:09:45;1308.85302734
2017-12-04 21:10:45;1308.69543457
2017-12-04 21:11:45;1308.85302734
2017-12-04 21:12:45;1309.48352051
2017-12-04 21:13:45;1309.48352051
2017-12-04 21:14:45;1309.64111328
2017-12-04 21:15:45;1309.9564209
2017-12-04 21:16:45;1310.74450684
2017-12-04 21:17:45;1311.05969238
2017-12-04 21:18:45;1311.05969238
2017-12-04 21:19:45;1311.375
2017-12-04 21:20:45;1312.00537109
2017-12-04 21:21:45;1312.32067871
2017-12-04 21:22:45;1312.63586426
2017-12-04 21:23:45;1312.95117188
2017-12-04 21:24:45;1313.58154297
2017-12-04 21:25:45;1313.89685059
2017-12-04 21:26:45;1314.21203613
2017-12-04 21:27:45;1314.21203613
2017-12-04 21:28:45;1313.89685059
2017-12-04 21:29:45;1313.89685059
2017-12-04 21:30:45;1314.21203613
2017-12-04 21:31:45;1315.31542969
2017-12-04 21:32:45;1315.00012207
2017-12-04 21:33:45;1314.52734375
2017-12-04 21:35:45;1315.15771484
2017-12-04 21:36:45;1315.31542969
2017-12-04 21:37:45;1315.15771484
2017-12-04 21:38:45;1315.00012207
2017-12-04 21:39:45;1315.94580078
2017-12-04 21:41:45;1317.52197266
2017-12-04 21:42:45;1317.99487305
2017-12-04 21:43:45;1318.78295898
2017-12-04 21:44:45;1319.09814453
2017-12-04 21:45:45;1319.41345215
2017-12-04 21:46:45;1319.88623047
2017-12-04 21:47:45;1320.35913086
2017-12-04 21:48:45;1320.20153809
2017-12-04 21:49:45;1320.67431641
2017-12-04 21:50:45;1320.67431641
2017-12-04 21:51:45;1321.30480957
2017-12-04 21:52:45;1320.83203125
2017-12-04 21:53:45;1320.67431641
2017-12-04 21:54:45;1320.04394531
2017-12-04 21:55:45;1320.67431641
2017-12-04 21:56:45;1320.35913086
2017-12-04 21:58:45;1320.35913086
2017-12-04 21:59:45;1320.98962402
2017-12-04 22:00:45;1320.83203125
2017-12-04 22:01:45;1321.30480957
2017-12-04 22:02:45;1321.30480957
2017-12-04 22:03:45;1321.62011719
2017-12-04 22:04:45;1322.09289551
2017-12-04 22:06:45;1323.35388184
2017-12-04 22:07:45;1323.66906738
2017-12-04 22:08:45;1323.66906738
2017-12-04 22:09:45;1324.61474609
2017-12-04 22:10:45;1325.24523926
2017-12-04 22:11:45;1325.24523926
2017-12-04 22:12:45;1325.71813965
2017-12-04 22:13:45;1325.56054688
2017-12-04 22:14:45;1326.19091797
2017-12-04 22:15:45;1325.87573242
2017-12-04 22:16:45;1325.87573242
2017-12-04 22:17:45;1326.0333252
2017-12-04 22:18:45;1325.24523926
2017-12-04 22:19:45;1325.56054688
2017-12-04 22:20:45;1325.71813965
2017-12-04 22:21:45;1325.56054688
2017-12-04 22:22:45;1325.08764648
2017-12-04 22:23:45;1325.24523926
2017-12-04 22:24:45;1325.56054688
2017-12-04 22:25:45;1325.24523926
2017-12-04 22:26:45;1325.08764648
2017-12-04 22:27:45;1325.56054688
2017-12-04 22:28:45;1325.56054688
2017-12-04 22:29:45;1326.19091797
2017-12-04 22:30:45;1326.50622559
2017-12-04 22:31:45;1326.97900391
2017-12-04 22:32:45;1327.4519043
2017-12-04 22:33:45;1327.4519043
2017-12-04 22:34:45;1327.92480469
2017-12-04 22:35:45;1328.8704834
2017-12-04 22:36:45;1328.39758301
2017-12-04 22:37:45;1329.18566895
2017-12-04 22:38:45;1329.65856934
2017-12-04 22:40:45;1329.97375488
2017-12-04 22:41:45;1329.81616211
2017-12-04 22:42:45;1329.18566895
2017-12-04 22:43:45;1329.50097656
2017-12-04 22:44:45;1329.18566895
2017-12-04 22:45:45;1329.18566895
2017-12-04 22:46:45;1328.71289063
2017-12-04 22:47:45;1328.55517578
2017-12-04 22:48:45;1328.08239746
2017-12-04 22:49:45;1327.76708984
2017-12-04 22:50:45;1327.76708984
2017-12-04 22:51:45;1328.08239746
2017-12-04 22:52:45;1328.55517578
2017-12-04 22:53:45;1328.08239746
2017-12-04 22:55:45;1328.39758301
2017-12-04 22:56:45;1329.02807617
